sample_category,question,answer,summary
[6],현대자동차 해당 직무 분야에 지원하게 된 이유와 선택 직무에 본인이 적합하다고 판단할 수 있는 이유 및 근거를 제시해 주십시오.,"저는 다음과 같은 강점을 지니고 있기에 경영지원분야에서 성공적인 업무수행이 가능할 것이라고 생각합니다.[기초가 탄탄한 인재]첫째, 대학에서 법학을 전공하였고, 인턴경험을 통해 기초직무능력을 쌓으며 기본기를 탄탄히 다졌습니다.법학을 전공하며 실제 경영지원 직무에서 활용할 수 있는 노동법, 회사법, 민법 등을 익히며 실무지식을 쌓았습니다. 또한, 공공기관에서 인턴생활을 통해 행정보조업무를 수행하면서 문서작성능력 및 고객응대능력을 길렀습니다.다수의 문서작성과 엑셀작업을 통해 검진대상자 확인작업 및 독려작업을 보조하였고, 자조모임 출장지원을 통해 민원인들과 직접 마주하며 문제해결능력과 응대능력을 길렀습니다. 현대자동차에서 업무를 수행하며 꼼꼼한 서류검토와 문서관리능력을 통해 어떠한 문제가 생기더라도 당황하지 않고 문제해결능력을 발휘하겠습니다.[잘생긴 귀를 활용한 업무]둘째, 다양한 경험을 통해 도전의식과 원활한 커뮤니케이션 능력을 가지고 있습니다. 방송국 근무, 대학생 봉사단 영상팀장 활동 등을 통해 단체생활 및 조직생활을 경험하며 경청하는 자세를 바탕으로 하는 의사소통능력을 쌓았습니다. 대학생 봉사단의 영상팀장으로 활동하며 CSR 필름 페스티벌에 출품할 영상을 제작한 적이 있었는데 작업 초기에 각자의 사정으로 인해 소수의 인원만 모여 작업을 하게 되자 불만과 갈등이 발생했습니다.팀원들에게 봉사단의 의미를 되새기며 참여를 독려하였고, 팀원 모두가 수긍할 수 있도록 원칙을 만들었습니다. 팀원들의 의견을 토대로 자료조사팀, 콘티제작팀, 촬영팀으로 역할을 나누었고 1인 1아이디어 제출을 의무화하여 참여를 이끌었습니다. 팀장으로서 모든 모임에 참석하여 세부팀 간의 의견을 조율하였고 직접 편집의 총 책임을 맡아 영상을 완성하였습니다.모두가 협력하고 노력한 덕분에 페스티벌에서 본선에 진출하는 성과를 거두었습니다. 원활한 의사소통능력을 활용하여 내부직원의 만족도를 높이고 시너지 효과를 발휘할 수 있도록 적극적인 업무수행을 하겠습니다.","잘생긴 귀를 활용한 업무]첫째, 대학에서 법학을 전공하였고, 인턴경험을 통해 기초직무능력을 쌓으며 기본기를 탄탄히 다졌습니다. 둘째, 다양한 경험을 통해 도전의식과 원활한 커뮤니케이션 능력을 가지고 있습니다. 팀장으로서 모든 모임에 참석하여 세부팀 간의 의견을 조율하였고 직접 편집의 총 책임을 맡아 영상을 완성하였습니다."
[6],지원동기 ,"LG Display에 지원하게 된 동기는 두 가지입니다.첫 번째, 디스플레이제조업계 최고의 위치를 차지하고 있음에도 항상 최선을 모습을 다하며 주위 이웃과 자연환경을 먼저 생각하는 LG Display의 이미지 때문입니다.두 번째, LG Display는 진취적인 기상과 창의성을 가진 인재를 모집하는 오늘보다 내일이 좀 더 기대되는 곳이라고 생각됩니다.그렇기에 LG Display의 매력에 흠뻑 빠져든 저 자신을 보았고 제가 가진 사회적 경험과 목표 달성을 위한 추진력 그리고 국가기술자격과 고교성적, 무엇보다 팀으로써 일할 수 있는 태도 등 제 모든 조건이 LG Display의 발전을 위해 존재해 왔다고 생각됩니다.이상 두 가지 이유로 지원하였습니다. 또한, 희망근무분야는 전공지식, 경험 등을 살려서 전기 보전 업무를 맡아 능력을 발휘하고 싶습니다.","LG Display에 지원하게 된 동기는 디스플레이제조업계 최고의 위치를 차지하고 있음에도 항상 최선을 다하며 주위 이웃과 자연환경을 먼저 생각하는 LG의 이미지 때문이고, 희망근무분야는 전공지식, 경험 등을 살려서 전기 보전 업무를 맡아 능력을 발휘하고 싶습니다."
[6],해당회사 및 직무에 지원하는 동기에 대해 기술해 주십시오.,"[My Dream, I Will Display]올해 5월 코엑스에서 진행된 WIS에 참관했습니다. 그 곳에서 본 LG의 기술력은 정말 압도적이었습니다. 다른 대기업들과 같은 넓이의 부스임에도 훌륭한 제품이 많아 상당히 좁게 느껴졌습니다.그 중 77인치 LG SIGNATURE TV, 4m가 넘는 LG SIGNAGE 등 LG디스플레이 관련 제품은 제 발걸음을 한동안 멈추게 했습니다. 그 후로 제 관심사는 온통 LG디스플레이였고 관련 자료를 찾아보던 중 5분짜리 OLED광고를 보게 되었습니다. 전율이 흘렀습니다. 머지않은 미래에 구현될 이 기술들을 제가 양산하는 OLED로 만들겠다고 다짐했습니다.[공정 전문가를 꿈꾸며]전자공학과에서 4년간 강의를 들으며 반도체와 회로에 대한 지식을 다졌습니다. Tunneling, P-N Junction, BJT, MOS-FET 등을 배웠고, 실험을 통해 직접 회로를 구현해 보며 엔지니어의 꿈을 키웠습니다. OLED 공정 전문가가 되기 위해 LG디스플레이 입사를 목표로 많은 공부를 했습니다.LG디스플레이를 업계 1위로 만들어 준 IPS는 액정 분자를 수평으로 정렬하여 시야각이 넓어졌고 단점으로 지적되던 것들을 UV 배향, 편광판, HDR 기술로 극복하고 있습니다. 또한, Advanced In-Cell touch에 유리해 앞으로의 시장에서도 우위에 있습니다. 그 외에도 RGB 발광물질을 수직 적층한 WRGB기술, 대형화에 유리한 Oxide TFT 등 많은 기술들을 미리 알아보았습니다,","올해 5월 코엑스에서 진행된 WIS에 참관했습니다. 그 곳에서 본 LG의 기술력은 정말 압도적이었습니다. 그 외에도 RGB 발광물질을 수직 적층한 WRGB기술, 대형화에 유리한 Oxide TFT 등 많은 기술들을 미리 알아보았습니다."
[6],`회사 및 직무에 대한 지원 동기`와 `해당 직무를 잘 수행하기 위해 어떤 준비`를 해왔는지 구체적으로 설명해주시기 바랍니다.,"저는 전자 전기 공학도로서 신호 및 시스템, 광통신 공학 등 통신과목을 수강하며 LTI system, WDM, FBG 등의 원리에 대해 배웠습니다.내용을 이해하려고 노력하며 성실히 수업에 임한 결과 모두 A+이라는 성적을 받을 수 있었습니다. 또한, 통신 관련 뉴스들을 읽으며 기술동향을 파악하려고 노력했습니다. 이러한 제 노력들이 서비스의 A-Z를 이해하여 해당 시스템에 대한 로드맵을 제시하는 데 도움이 될 것으로 생각합니다.저는 대외활동, 동아리, 팀 프로젝트에서 다른 사람들과 같이 노력하며 만족할만한 성과를 냈었습니다. 팀 활동을 하면서 크고 작은 갈등들이 있었습니다.그 갈등을 대화와 꾸준한 상호 피드백으로 극복하면서 ‘소통’의 중요성을 다시 한 번 깨달았습니다. 한 팀의 노력으로 네트워크가 구축되는 것이 아닙니다.단말, 링크, 노드의 집합체가 딱 맞는 퍼즐이 되었을 때, 통신네트워크가 완벽히 구축됩니다. 유-무선 엔지니어 간 교차 배치와 기술 교류를 꾸준히 하며, 협업의 중요성을 강조하고 있는 U+에서 저의 많은 팀워크 경험이 다른 분야와의 소통에 도움이 될 것으로 생각합니다.그동안 학습하며 쌓은 통신 관련 지식과 소통 경험을 바탕으로 엘지 U+의 NW 기술/운영 직무에서 업무를 빠르게 이해하고 수용하는 인재가 되겠습니다.","저는 전자 전기 공학도로서 통신과목을 수강하며 LTI system, WDM, FBG 등의 원리에 대해 배웠습니다. 내용을 이해하려고 노력하며 성실히 수업에 임한 결과 모두 A+이라는 성적을 받을 수 있었습니다. 또한, 통신 관련 뉴스들을 읽으며 기술동향을 파악하려고 노력했습니다."
[6],`회사 및 직무에 대한 지원 동기`와 `해당 직무를 잘 수행하기 위해 어떤 준비`를 해왔는지 구체적으로 설명해주시기 바랍니다. ,"[지원 동기]홈 IoT 졸업프로젝트를 하며 앞으로 다가올 Internet of Everything 시장의 가장 중요한 것은 바로 통신이라고 생각했고 관련 산업에 매력을 느꼈습니다.여러 통신사 중 저는 LG유플러스가 `도전적인 회사`이기 때문에 지원했습니다. 유플러스는 통신시장의 안정적인 사업자라는 것에 안주하지 않고 5G라는 새로운 고지를 향해 선두를 바짝 추격하며 위협하고 있습니다.저는 현실에 안주하지 않는 도전적인 삶을 원합니다. 그런 저에게는 치열하게 달려가는 유플러스가 훨씬 매력적으로 다가왔습니다.그중 B2B 영업 직군은 전문수주영업으로 저의 기술적 전문성을 살릴 수 있고, 기업의 최전방에서 도전에 따른 성과를 직접 확인하며 발전할 수 있는 직무이기 때문에 지원하게 되었습니다.[직무 준비]저는 학부 프로젝트를 통해 영업의 기본인 판매자 관점이 아닌 고객 관점에서 문제에 접근하는 능력을 길렀습니다.가장 기억에 남는 것은 `과제제출 프로그램` 제작 프로젝트입니다.다른 팀들이 프로그램의 성능과 기능만을 중요시할 때 저는 실사용자인 교수님을 직접 찾아가 인터뷰하고 200명 이상의 학생들에게 설문조사를 해서 사용자가 원하는 것이 정확히 무엇인가를 먼저 파악했습니다.그 결과 최종 선출 때 교수님과 학생들이 원하는 저희 팀의 솔루션이 채택될 수 있었습니다.영업기회를 발굴하고 제안하는 역량은 실무를 통해서 준비했습니다. 현대 계열사에서 B2B 인턴을 하는 동안 융합기술 서비스를 발굴하는 일을 했습니다. 시장 규모, 고객의 니즈, 기술적 타당성을 치밀하게 분석하고 관련 뉴스 기사와 전문기관의 리포트 등을 통해 트랜드를 파악했습니다.특히 실무에서 일하시는 선배들에게 많은 질문을 하며 제 아이디어가 실제로 적용 가능한지 끊임없이 피드백하는 과정을 거쳤습니다.그 결과로 차량-통신-아파트를 융합해 기존에 없던 `아파트 단지內 자율주차 시스템`을 제안했고, 고객사의 홈 IoT 오픈플랫폼 구축에 관련된 업무에 기여 할 수 있었습니다.",[지원 동기]홈 IoT 졸업프로젝트를 하며 앞으로 다가올 Internet of Everything 시장의 가장 중요한 것은 바로 통신이라고 생각했고 관련 산업에 매력을 느꼈습니다. 여러 통신사 중 저는 LG유플러스가 `도전적인 회사`이기 때문에 지원했습니다.
[6],지원동기 및 준비사항,"첫째, 공학인증 수료 및 전공 72학점을 이수하였습니다.학과에서 진행되는 ‘전력시스템 공학“배전 자동화”산업전력시스템’과 같은 전력시스템 관련 수업을 들었으며 평균 A 학점 이상을 받았습니다. 이와 같은 수업을 통하여 엔지니어로서 학문적 기반을 쌓았습니다. 둘째, 논문 발표를 진행하였습니다.Digital Relay 학회 활동을 통해서 OOOO학회에 ‘반복 푸리에 변환 기반의 페이저 연산 기법을 적용한 거리계전 알고리즘’의 논문발표를 통해 보호 계전기에 대해 깊은 이해를 할 수 있었으며, 발표를 통해서 지식을 표현할 수 있었습니다.셋째, 다양한 설계과목의 수강입니다. 제가 수강한 여러 설계과목 중에서 직무에서 가장 중요한 전력시스템분야 캡스톤 설계 및 전력시스템 설계와 제어 설계를 수강하였습니다. 직무에서 많이 사용되는 전력시스템과 제어분야의 설계 과목을 수강하면서 RTDS를 통해 실시간 보호협조시스템 구현 및 PSCAD, MATLAB 등의 다양한 시뮬레이션 프로그램과 모터 드라이버 제작과 다루면서 단순히 책으로만 배우는 것이 아니라 좀 더 실무에서 사용할 수 있는 교육을 받았습니다. 공학계열인 전공 특성상 관련 장비를 다루면서 진행한 다양한 프로젝트 경험은 하드웨어를 다루는 품질을 담당하는 엔지니어로 이러한 준비를 통해 일진의 차세대 엔지니어로서 회사의 경쟁력 향상을 위해 노력하겠습니다.","첫째, 공학인증 수료 및 전공 72학점을 이수하였습니다. 학과에서 진행되는 전력시스템 공학배전 자동화산업전력시스템과 같은 전력시스템 관련 수업을 들었으며 평균 A 학점 이상을 받았습니다."
[6],현대건설에 지원하신 동기를 작성하여 주시기 바랍니다.,"[해외 건설 중심에서 ‘현대건설’을 외치다]엔지니어는 삶을 윤택하게 해야 할 의무가 있으며 곧 미래 성장 기술에 관한 관심으로 이어졌습니다. 특히 해양플랜트 공학 수업을 통해 플랜트 산업을 접하면서 플랜트 산업의 비전과 가치를 확인할 수 있었습니다.2가지 역량을 배양하면서 플랜트 엔지니어로서 준비하였습니다. 첫째, 실무경험자들에게 뼈가 되고 살이 되는 교육을 받았습니다.건설기술교육원의 플랜트 전문 인재양성 과정을 통해 공사업무를 제대로 하기 위해서는 가장 먼저 현장에 가서 체험하며 먼저 기계설비 및 배관설계의 원리를 정확히 알아야 한다는 사실을 알았습니다. 먼저 해외 현장에서 힘든 과정을 거쳐 시공 과정을 정확히 알고 싶습니다.둘째, 교류 프로그램을 통해 글로벌 마인드를 배양하였습니다. 기숙사 ‘SALAD` 외국인 교류 프로그램을 통해 인도, 터키 등 유학생 친구들과 소통하면서 각국의 문화, 언어 등을 함께하면서 해외 현장의 적응을 위해 글로벌 마인드를 배웠습니다.57개국 794건의 해외공사뿐만 아니라 중동-중앙아시아로 이어지는 ‘건설 실크로드’를 완성한 현대건설과 함께하여 여러 해외 시장 중심에서 현대건설을 외치고 싶습니다.",엔지니어는 삶을 윤택하게 해야 할 의무가 있으며 곧 미래 성장 기술에 관한 관심으로 이어졌습니다. 특히 해양플랜트 공학 수업을 통해 플랜트 산업을 접하면서 플랜트 산업의 비전과 가치를 확인할 수 있었습니다.
[6],해당 직무에 지원하는 동기를 본인의 경험과 연계하여 기술해 주시기 바랍니다. ,"# 함께하는 문화, 함께하고 싶은 문화층간소음으로 인한 사회문제가 증가하던 때 귀사의 소음저감바닥재와 CSR활동에 대해 알게 되었습니다. 기술을 통해 갈등을 억제한다는 발상은 평소 사람을 위한 기술을 꿈꿔오던 제게 새로운 충격이었습니다. 저는 많은 도움을 받으며 자랐기에 늘 더 많은 것을 되돌려주고 싶고, 앞으로 LG하우시스에서 고객, 사회와 함께 하는 인재가 되고 싶습니다.# 예비군은 나의 고객예비군 조교시절, 매번 반복되는 주먹구구식 진행이 시간을 지체시켜 예비군의 불편을 초래했지만 아무도 신경 쓰지 않았습니다. 저는 시스템이 예비군에게 효율적이도록 바꾸고 싶었습니다. 병목현상 방지와 효율적 순환을 위해 각 교육장의 수용가능 인원과 동선을 정리했습니다. 전체 인원을 분배해 조를 편성하고, 마이크로 안내와 통제 역할을 했습니다.쉽지 않았지만 한명의 노력이 시스템 발전과 다수의 편의를 제공했기 때문에 가치 있는 일이라 생각했습니다. 자발적 계획으로 다른 조교들과 협력하고 설득하여 결과를 만들어가는 스스로의 모습에서 잠재된 커뮤니케이션 능력을 발견했고, 타인의 입장을 배려하여 서비스를 제공하는 것에 기쁨과 적성을 찾았습니다. 항상 고객의 입장에서 생각하며 LG하우시스의 가치창조에 동참하는 인재가 되겠습니다.# 팀보다 위대한 선수는 없다제가 좋아하는 운동은 팀 스포츠, 특히 농구입니다. 그러나 저희 팀은 굉장히 약했고 매번 예선 전패로 탈락했습니다. 팀원들의 키가 작기 때문에 다른 팀보다 더 많이 달리는 전략을 세웠고, 일 년간 각자 잘하는 역할을 꾸준히 연습했습니다. 서로의 장점으로 다른 팀원들의 단점을 보완하는 팀플레이를 통해 처음으로 예선을 통과했을 때의 기쁨은 잊을 수가 없습니다.조화와 팀워크를 통해 팀은 점점 발전했고, 다음해에는 4강, 그 다음해에는 결승까지 진출하며 팀의 새로운 역사를 만들었습니다. 협조와 팀워크를 통한 믿음과 신뢰로 최고에 도전하며, 팀원으로서 LG하우시스의 미래를 시공하는데 도움이 되도록 노력하겠습니다.","저는 시스템이 예비군에게 효율적이도록 바꾸고 싶었습니다. 자발적 계획으로 다른 조교들과 협력하고 설득하여 결과를 만들어가는 스스로의 모습에서 잠재된 커뮤니케이션 능력을 발견했고, 타인의 입장을 배려하여 서비스를 제공하는 것에 기쁨과 적성을 찾았습니다. 항상 고객의 입장에서 생각하며 LG하우시스의 가치창조에 동참하는 인재가 되겠습니다."
[6],LG디스플레이 및 지원 직무에 지원하는 동기에 대해 기술해 주십시오. ,"[connecting the dots; 잘할 수 있는 일을 찾다]제가 경험했던 점들을 이어보니 기술영업이 가장 적합했고 제가 가장 잘할 수 있는 일이라 판단하여 지원하였습니다.저는 IT 응용공학과를 졸업하여 전자, 네트워크, 데이터베이스 등 IT 산업의 필수 요소들에 관련한 강의를 들었으며 다양한 실습과 리포트를 통해 전문성을 키웠습니다. 또한, IT 쇼, IoT 의료 박람회, 산학연 협력 EXPO 등의 박람회를 방문하고 종이 신문을 스크랩하여 IT 산업의 흐름을 파악하며 관심을 키웠습니다.사람들과 교류하는 것을 좋아하는 성격 때문에 직원으로 근무를 의류 담당, 매니저 등의 업무를 담당했습니다. 이러한 경험들을 통해 `데이터 통찰력`이란 강점을 찾았습니다.정보 통신 분야에 관한 관심, 사람들과 교류하기를 좋아하는 성격, 데이터 통찰력이란 강점을 연결하니 기술 영업 직무에 적합하며 가장 잘할 수 있다 판단했습니다.대형 OLED 생산하는 LG디스플레이의 기술력은 중국과 대만보다 두 걸음 앞서 있기에 중국과 대만의 TV 업체들과의 제휴는 성공을 위한 발판이 될 것입니다. 하지만 스마트폰, TV시장이 계속 위축되고 있기에 새로운 제휴 시장을 찾아야 할 것입니다.저는 완성차 업체가 LG디스플레이의 새로운 수익처가 될 것으로 판단합니다. 고급 차 시장의 발달은 계기판 패널의 교체로 이어질 것이며 이는 화질이 선명하고 가벼운 플렉시블 OLED의 수익 증가로 이어질 것입니다.궁극적인 목표는 LG디스플레이의 Total solution을 제시할 수 있는 전문 컨설턴트입니다. 입사 후 선배님들의 업무를 보조하며 고객 관리 및 실무에서 필요한 역량을 쌓는 데 힘쓰겠습니다.또한, 현재 공부하고 있는 영어와 중국어 역량을 바탕으로 글로벌 고객들과의 가교 역할을 할 수 있는 기반을 다지겠습니다. 훗날, 고객사와 LG디스플레이가 상생할 수 있는 방법에 대해 팀원들과 고민하고 최적의 물량과 가격을 측정하여 LG의 가치를 세계에 전파하는데 일조하겠습니다.","정보 통신 분야에 관한 관심, 사람들과 교류하기를 좋아하는 성격, 데이터 통찰력이란 강점을 연결하니 기술 영업 직무에 적합하며 가장 잘할 수 있다 판단하였습니다. 대형 OLED 생산하는 LG디스플레이의 기술력은 중국과 대만보다 두 걸음 앞서 있기에 중국과 대만의 TV 업체들과의 제휴는 성공을 위한 발판이 될 것입니다."
[6],지원동기,"-국적을 초월하는 서비스-전 세계 고객들에게 최고의 서비스를 제공하고 싶어서 지원하였습니다. 지금까지 많은 서비스직 아르바이트를 경험해 왔습니다. 서비스직 아르바이트를 하면서 다양한 고객들을 만날 수 있었고, 고객의 마음을 이해하고 니즈를 파악하여 알맞은 서비스를 제공했을 때 스스로의 뿌듯함을 느끼는 제 자신을 보고 더 많은 사람들에게 서비스를 제공하는 일을 하고 싶다고 생각하였습니다.승무원이라는 직업은 국적을 초월하여 전 세계 사람들에게 서비스를 제공하는 직업입니다. 다양한 문화를 이해하고 다양한 국적을 가진 고객들이 만족할 수 있는 서비스를 제공하는 승무원이라는 직업에 관심을 가지게 되었습니다.항상 고객들의 입장이 되어서 생각하며 고객들이 만족할 수 있는 서비스를 제공하기 위해 노력해왔습니다. 이러한 제 모습과 고객에게 최고의 항공서비스를 제공하고 `고객 최우선 경영`을 하는 대한항공의 모습이 부합 하다고 생각하여 대한항공에 지원하게 되었습니다. 고객을 한 순간 스쳐 지나가는 인연이 아닌 아끼고 사랑하는 가족처럼 생각하며 최고의 항공서비스를 제공하겠습니다.",다양한 문화를 이해하고 다양한 국적을 가진 고객들이 만족할 수 있는 서비스를 제공하는 승무원이라는 직업에 관심을 가지게 되었습니다. '고객 최우선 경영'을 하는 대한항공의 모습이 부합 하다고 생각하여 대한항공에 지원하게 되었습니다. 고객을 한 순간 스쳐 지나가는 인연이 아닌 아끼고 사랑하는 가족처럼 생각하며 최고의 항공서비스를 제공하겠습니다.
[6],지원동기 및 열정에 대하여.,"요즘 취업시장이 어려워도, 제 가슴은 항상 열정으로 끓어오르고 있습니다. 열정이 없는 자에겐 미래가 없다고 생각하기 때문입니다. 그 열정을 지탱하는 것은 바로 할수있다는 자신감이라고 생각합니다. 대한민국의 발전을 이끌어왔던 수많은 위인들도 이러한 자신감과 열정을 가지고 있었기에 가능하다고 생각합니다.저는 GS리테일에 이 열정을 가지고 제 인생의 새로운 도전을 시도하는 중입니다. 저는 원래 행정학도지만, 앞으로 제 삶이 흥미로운 길로 나아가기 위해서는 제가 잘하는 일, 제가 즐길 수 있는 일을 해야한다고 생각합니다. 저는 항상 주변에서 영업을 뛰어보면 어떻겠냐는 제안을 받곤 하였습니다.그래서 행정의 길이냐 영업의 길이냐 고민을 하다가, 새로운 도전을 하기로 결심하였습니다. 행정도 좋은 길이지만, 영업이야말로 제 성격을 잘 살릴 수 있다고 생각합니다. 영업을 통하여 저는 제 삶의 목적을 찾기 위해 지원하였습니다.","저는 GS리테일에 이 열정을 가지고 제 인생의 새로운 도전을 시도하는 중입니다. 저는 원래 행정학도지만, 앞으로 제 삶이 흥미로운 길로 나아가기 위해서는 제가 잘하는 일, 제가 즐길 수 있는 일을 해야한다고 생각합니다."
[6],지원동기 : 지원동기를 구체적으로 기술하여 주십시오 ,"[데이터, 글로벌 마케팅, 나]저는 빅데이터 분석을 토대로 다양한 마케팅 플랫폼을 국내 및 해외 시장에 직접 적용하는 업무를 하고 싶어 지원하게 되었습니다.통계학을 전공으로 공부하면서 다양하고 방대한 양의 데이터에서 Insight를 도출할 수 있는 점에 매력을 느꼈습니다. 저는 아마존을 통해 물건 구매를 자주 하는 편이였습니다. 구매 시 팝업창에 뜨는 추천 물품이 빅데이터와 마케팅을 접목한 부분이라는 점에서 데이터 분석을 토대로 한 마케팅 플랫폼에 흥미를 느꼈습니다.저는 데이터분석을 통해 마케팅 플랫폼을 만드는 데 동참하여 롯데멤버스 사업에 기여할 수 있을 것이라고 생각합니다. 특히, 통계프로그램(SAS등)을 활용하였는데 로열티마케팅 팀의 브랜드마케팅 업무를 지원하는 데 도움이 될 것으로 생각합니다. 또한 저는 영어를 적극적으로 활용하여 롯데멤버스의 L.Point 글로벌 네트워크 구축사업 수행에 이바지하고 싶습니다.",빅데이터 분석을 토대로 다양한 마케팅 플랫폼을 국내 및 해외 시장에 직접 적용하는 업무를 하고 싶어 지원하게 되었습니다. 데이터분석을 통해 마케팅 플랫폼을 만드는 데 동참하여 롯데멤버스 사업에 기여할 수 있을 것이라고 생각합니다.
[6],포스코건설에 지원한 동기 ,"[마지막 퍼즐, 포스코 건설]저는, 전공과목 수업 도중 건설업 안전업무 관련 기사를 수집해 보는 기회가 있었고, 그 중 포스코건설의 ‘감성안전 소통교육’에 대해 알게 되었습니다. 때마침, 감성안전에 관심이 많던 저에게는 반가운 기사였고, ‘포스코건설이 나의 생각을 표현하기에 안성맞춤이다’는 생각이 굳게 들어 주저 없이 지원하게 되었습니다.또한, 포스코 건설에서 추구하는 ‘안전경영’을 통해, 안정되고 투명한 작업이 이루어 질 것이라 생각하며, 이런 부분이야 말로 기업발전을 위한 가장 빠른 ‘열쇠’라 생각합니다. 저는, 이러한 포스코건설의 모습을 보며, 조직의 구성원이 되어 함께 발전해 나가고 보탬이 되고자 하는 마음이 굳게 들었습니다. 이제, 저의 마지막 퍼즐을 포스코 건설에서 맞출 수 있도록 노력하겠습니다.","저는 전공과목 수업 도중 포스코건설의 감성안전 소통교육에 대해 알게 되었습니다. 포스코건설에서 추구하는 안전경영을 통해, 안정되고 투명한 작업이 이루어 질 것이라 생각하며, 이런 부분이야 말로 기업발전을 위한 가장 빠른 열쇠라 생각합니다."
[6],"귀하가 농협에 지원한 구체적인 동기에 대하여 제시하고, 그러한 지원동기가 농협에게 어떤 기여를 줄 수 있을 지를 기술하시오.(1200byte)","""자부심, 자신의 능력을 믿고 당당히 여기는 마음""농협은 저의 직업선택 기준에 부합하는 직장입니다. 직장을 선택할 때 중요하게 생각하는 가치는 ‘자부심을 느낄 수 있는가’입니다.첫째, 나의 강점과 역량을 발휘하여 조직의 목표 달성에 공헌할 수 있다는 것은 저에게 있어 큰 자부심을 느끼게 합니다. 저는 사람들의 이야기에 공감하며 그들을 위해 기꺼이 봉사하는 것을 좋아합니다. 그리고 혼자보다 동료와 함께 일할 때, 더욱 뛰어난 역량을 발휘합니다. 더불어 ‘4차산업 역량 강화 MBA’ 등에 참가하여 미래의 농업과 농협이 나아가야 할 방안에 대한 지식을 쌓았습니다. 농협은 협동과 혁신으로 농업인을 위해 봉사하는 조직이기에, 이러한 저의 역량을 발휘할 수 있는 장이라고 생각합니다.둘째, 수행하는 업무 자체로 사회적 이익을 창출할 수 있다면, 그 자부심과 사명감은 이루 말할 수 없습니다. 농협의 교육지원·경제·신용사업 각 직무를 담당하는 임직원들은 ‘농업의 공익적 가치 제고를 통해 농업의 행복한 미래를 이끈다’는 자부심을 가지고 있다고 생각합니다. 농협은 다양한 사회공헌 활동과 건강한 먹거리 제공을 통해 지역사회와 국가 경제발전에 이바지하고 있습니다. 저도 이러한 농협의 일원이 되어 그 자부심을 느끼며 봉사하고 싶습니다.입사 후 농협인이라는 자부심을 갖고 저의 강점을 발휘하여 농업인, 고객, 조직원과 함께 나아가겠습니다.","농협은 저의 직업선택 기준에 부합하는 직장입니다. 직장을 선택할 때 중요하게 생각하는 가치는 자부심을 느낄 수 있는가입니다. 첫째, 나의 강점과 역량을 발휘하여 조직의 목표 달성에 공헌할 수 있다는 것은 저에게 있어 큰 자부심을 느끼게 합니다."
